         1           1
32873.0000  0.0000E+00
32873.5000  1.4129E+10
32874.0000  1.5101E+10
32874.5000  3.4012E+10
32875.0000  6.5157E+10
32875.5000  6.2869E+10
32876.0000  6.2570E+10
32876.5000  6.2349E+10
32877.0000  1.0098E+11
32877.5000  1.8753E+11
32878.0000  2.3322E+11
32878.5000  1.9695E+11
32879.0000  1.6899E+11
32879.5000  1.4591E+11
32880.0000  1.2727E+11
32880.5000  1.1197E+11
32881.0000  9.9278E+10
32881.5000  8.8626E+10
32882.0000  7.9604E+10
32882.5000  7.1904E+10
32883.0000  6.5285E+10
32883.5000  5.9578E+10
32884.0000  5.4532E+10
32884.5000  5.0102E+10
32885.0000  4.6190E+10
32885.5000  4.2719E+10
32886.0000  3.9626E+10
32886.5000  3.7377E+10
32887.0000  3.6648E+10
32887.5000  3.5507E+10
32888.0000  3.3156E+10
32888.5000  3.1032E+10
32889.0000  2.9256E+10
32889.5000  2.7611E+10
32890.0000  2.5986E+10
32890.5000  2.4500E+10
32891.0000  2.3138E+10
32891.5000  2.1887E+10
32892.0000  2.0735E+10
32892.5000  1.9671E+10
32893.0000  1.8687E+10
32893.5000  1.7775E+10
32894.0000  1.6929E+10
32894.5000  1.6141E+10
32895.0000  1.5407E+10
32895.5000  1.4722E+10
32896.0000  1.4082E+10
32896.5000  1.3482E+10
32897.0000  1.2920E+10
32897.5000  1.2393E+10
32898.0000  1.1897E+10
32898.5000  1.1431E+10
32899.0000  1.0991E+10
32899.5000  1.0576E+10
32900.0000  1.0185E+10
32900.5000  9.8143E+09
32901.0000  9.4638E+09
32901.5000  9.1316E+09
32902.0000  8.8167E+09
32902.5000  8.5177E+09
32903.0000  8.2337E+09
32903.5000  7.9637E+09
32904.0000  7.7067E+09
32904.5000  7.4620E+09
32905.0000  7.2288E+09
32905.5000  7.0063E+09
32906.0000  6.7939E+09
32906.5000  6.5911E+09
32907.0000  6.3972E+09
32907.5000  6.2280E+09
32908.0000  6.0717E+09
32908.5000  5.9604E+09
32909.0000  5.8430E+09
32909.5000  5.7215E+09
32910.0000  5.5749E+09
32910.5000  5.4416E+09
32911.0000  5.2978E+09
32911.5000  5.1643E+09
32912.0000  5.0449E+09
32912.5000  4.9947E+09
32913.0000  5.2606E+09
32913.5000  7.2235E+09
32914.0000  9.5840E+09
32914.5000  9.7337E+09
32915.0000  2.7759E+10
32915.5000  8.9776E+10
32916.0000  2.4734E+11
32916.5000  2.5765E+11
32917.0000  2.1523E+11
32917.5000  1.8249E+11
32918.0000  1.5668E+11
32918.5000  1.3599E+11
32919.0000  1.1915E+11
32919.5000  1.0525E+11
32920.0000  9.3646E+10
32920.5000  8.3862E+10
32921.0000  7.5536E+10
32921.5000  6.8390E+10
32922.0000  6.2213E+10
32922.5000  5.6837E+10
32923.0000  5.2129E+10
32923.5000  4.7982E+10
32924.0000  4.4311E+10
32924.5000  4.1046E+10
32925.0000  3.8129E+10
32925.5000  3.5513E+10
32926.0000  3.3157E+10
32926.5000  3.1027E+10
32927.0000  2.9097E+10
32927.5000  2.7341E+10
32928.0000  2.5739E+10
32928.5000  2.4275E+10
32929.0000  2.2932E+10
32929.5000  2.1699E+10
32930.0000  2.0569E+10
32930.5000  1.9524E+10
32931.0000  1.8572E+10
32931.5000  1.7685E+10
32932.0000  1.6876E+10
32932.5000  1.6094E+10
32933.0000  1.7536E+10
32933.5000  1.9952E+10
32934.0000  2.1755E+10
32934.5000  2.1757E+10
32935.0000  3.8872E+10
32935.5000  3.7079E+10
32936.0000  3.4590E+10
32936.5000  3.2326E+10
32937.0000  3.0297E+10
32937.5000  2.8532E+10
32938.0000  2.6839E+10
32938.5000  2.5282E+10
32939.0000  2.3861E+10
32939.5000  2.2552E+10
32940.0000  2.1357E+10
32940.5000  2.0252E+10
32941.0000  1.9234E+10
32941.5000  1.8284E+10
32942.0000  1.7435E+10
32942.5000  1.6687E+10
32943.0000  1.6186E+10
32943.5000  2.1822E+10
32944.0000  4.0945E+10
32944.5000  6.3807E+10
32945.0000  1.3696E+11
32945.5000  1.2660E+11
32946.0000  1.4587E+11
32946.5000  1.4065E+11
32947.0000  1.6067E+11
32947.5000  1.6804E+11
32948.0000  1.8314E+11
32948.5000  1.7333E+11
32949.0000  1.5617E+11
32949.5000  1.3907E+11
32950.0000  1.2712E+11
32950.5000  1.5794E+11
32951.0000  1.8254E+11
32951.5000  1.6972E+11
32952.0000  1.5072E+11
32952.5000  1.3759E+11
32953.0000  1.2137E+11
32953.5000  1.0729E+11
32954.0000  9.7003E+10
32954.5000  8.8252E+10
32955.0000  8.0538E+10
32955.5000  8.3813E+10
32956.0000  8.8033E+10
32956.5000  8.8332E+10
32957.0000  9.4039E+10
32957.5000  8.6928E+10
32958.0000  8.3674E+10
32958.5000  8.4632E+10
32959.0000  7.7652E+10
32959.5000  7.2288E+10
32960.0000  7.0844E+10
32960.5000  6.5355E+10
32961.0000  5.9966E+10
32961.5000  5.4940E+10
32962.0000  5.0984E+10
32962.5000  1.0128E+11
32963.0000  1.4709E+11
32963.5000  2.7832E+11
32964.0000  2.5152E+11
32964.5000  2.1774E+11
32965.0000  1.9021E+11
32965.5000  1.6337E+11
32966.0000  1.4158E+11
32966.5000  1.3533E+11
32967.0000  1.9704E+11
32967.5000  1.6919E+11
32968.0000  1.5273E+11
32968.5000  1.3923E+11
32969.0000  1.2600E+11
32969.5000  1.1103E+11
32970.0000  1.0625E+11
32970.5000  1.1135E+11
32971.0000  1.0353E+11
32971.5000  1.4816E+11
32972.0000  1.6775E+11
32972.5000  1.4955E+11
32973.0000  1.3125E+11
32973.5000  1.2209E+11
32974.0000  1.1734E+11
32974.5000  1.0873E+11
32975.0000  1.0419E+11
32975.5000  1.0284E+11
32976.0000  9.4182E+10
32976.5000  8.4462E+10
32977.0000  7.6639E+10
32977.5000  6.9741E+10
32978.0000  6.7124E+10
32978.5000  6.4203E+10
32979.0000  6.1367E+10
32979.5000  5.7577E+10
32980.0000  5.9251E+10
32980.5000  8.6649E+10
32981.0000  1.2404E+11
32981.5000  1.1068E+11
32982.0000  9.8228E+10
32982.5000  8.7803E+10
32983.0000  7.9045E+10
32983.5000  7.1472E+10
32984.0000  6.5133E+10
32984.5000  5.9592E+10
32985.0000  5.4758E+10
32985.5000  5.1050E+10
32986.0000  4.8059E+10
32986.5000  4.4609E+10
32987.0000  4.1954E+10
32987.5000  3.8959E+10
32988.0000  3.6732E+10
32988.5000  3.4277E+10
32989.0000  3.2054E+10
32989.5000  3.0029E+10
32990.0000  2.8194E+10
32990.5000  3.3628E+10
32991.0000  4.1197E+10
32991.5000  4.1728E+10
