         1           1
32873.0000  0.0000E+00
32873.5000  1.2879E+10
32874.0000  1.3912E+10
32874.5000  3.1039E+10
32875.0000  5.9491E+10
32875.5000  5.7620E+10
32876.0000  5.7580E+10
32876.5000  5.7682E+10
32877.0000  9.2615E+10
32877.5000  1.7061E+11
32878.0000  2.1259E+11
32878.5000  1.8084E+11
32879.0000  1.5594E+11
32879.5000  1.3576E+11
32880.0000  1.2025E+11
32880.5000  1.0635E+11
32881.0000  9.4873E+10
32881.5000  8.4995E+10
32882.0000  7.6806E+10
32882.5000  7.0553E+10
32883.0000  6.5906E+10
32883.5000  6.5300E+10
32884.0000  6.2319E+10
32884.5000  5.8494E+10
32885.0000  6.1972E+10
32885.5000  6.4446E+10
32886.0000  6.5870E+10
32886.5000  7.4194E+10
32887.0000  7.1033E+10
32887.5000  6.7083E+10
32888.0000  6.1347E+10
32888.5000  5.6373E+10
32889.0000  5.2066E+10
32889.5000  5.3329E+10
32890.0000  1.0576E+11
32890.5000  1.1692E+11
32891.0000  1.0432E+11
32891.5000  9.2916E+10
32892.0000  8.4019E+10
32892.5000  7.7357E+10
32893.0000  8.0812E+10
32893.5000  1.3826E+11
32894.0000  1.2803E+11
32894.5000  1.1302E+11
32895.0000  1.0078E+11
32895.5000  9.1137E+10
32896.0000  8.5476E+10
32896.5000  8.3090E+10
32897.0000  1.0262E+11
32897.5000  1.0904E+11
32898.0000  1.1796E+11
32898.5000  1.9221E+11
32899.0000  1.8419E+11
32899.5000  1.7151E+11
32900.0000  2.1894E+11
32900.5000  2.6969E+11
32901.0000  2.4821E+11
32901.5000  2.0916E+11
32902.0000  1.7797E+11
32902.5000  1.5478E+11
32903.0000  1.3973E+11
32903.5000  1.2281E+11
32904.0000  1.0903E+11
32904.5000  9.6981E+10
32905.0000  8.8587E+10
32905.5000  8.3079E+10
32906.0000  7.8255E+10
32906.5000  7.7376E+10
32907.0000  7.1541E+10
32907.5000  6.6110E+10
32908.0000  6.1572E+10
32908.5000  5.8829E+10
32909.0000  5.5693E+10
32909.5000  5.3615E+10
32910.0000  4.9883E+10
32910.5000  4.7306E+10
32911.0000  4.3858E+10
32911.5000  4.1113E+10
32912.0000  3.9315E+10
32912.5000  3.6702E+10
32913.0000  3.4559E+10
32913.5000  3.4086E+10
32914.0000  3.3866E+10
32914.5000  3.2079E+10
32915.0000  4.6450E+10
32915.5000  9.9603E+10
32916.0000  2.3725E+11
32916.5000  2.5816E+11
32917.0000  2.7677E+11
32917.5000  2.5898E+11
32918.0000  2.2415E+11
32918.5000  1.9038E+11
32919.0000  1.6323E+11
32919.5000  1.4131E+11
32920.0000  1.2372E+11
32920.5000  1.0925E+11
32921.0000  9.7888E+10
32921.5000  8.7562E+10
32922.0000  7.9563E+10
32922.5000  7.3006E+10
32923.0000  6.7436E+10
32923.5000  6.2095E+10
32924.0000  8.5040E+10
32924.5000  1.0293E+11
32925.0000  9.5873E+10
32925.5000  1.0269E+11
32926.0000  9.8338E+10
32926.5000  8.7869E+10
32927.0000  8.0082E+10
32927.5000  8.1122E+10
32928.0000  8.3165E+10
32928.5000  8.0607E+10
32929.0000  7.6419E+10
32929.5000  6.9273E+10
32930.0000  6.3430E+10
32930.5000  5.8294E+10
32931.0000  5.4393E+10
32931.5000  5.0910E+10
32932.0000  4.8945E+10
32932.5000  4.5338E+10
32933.0000  4.6473E+10
32933.5000  4.9914E+10
32934.0000  5.2015E+10
32934.5000  5.0532E+10
32935.0000  8.2022E+10
32935.5000  7.5924E+10
32936.0000  7.0513E+10
32936.5000  6.4289E+10
32937.0000  6.0344E+10
32937.5000  5.9774E+10
32938.0000  5.5727E+10
32938.5000  5.1306E+10
32939.0000  4.7729E+10
32939.5000  4.4215E+10
32940.0000  4.1943E+10
32940.5000  3.9657E+10
32941.0000  3.7937E+10
32941.5000  3.5615E+10
32942.0000  3.6876E+10
32942.5000  3.6147E+10
32943.0000  3.4228E+10
32943.5000  3.7990E+10
32944.0000  5.5078E+10
32944.5000  7.6608E+10
32945.0000  1.4381E+11
32945.5000  1.3285E+11
32946.0000  1.5161E+11
32946.5000  1.4697E+11
32947.0000  1.6591E+11
32947.5000  1.7282E+11
32948.0000  1.8742E+11
32948.5000  1.7861E+11
32949.0000  1.6191E+11
32949.5000  1.4516E+11
32950.0000  1.3393E+11
32950.5000  1.6382E+11
32951.0000  1.8839E+11
32951.5000  1.7705E+11
32952.0000  1.5857E+11
32952.5000  1.4609E+11
32953.0000  1.2936E+11
32953.5000  1.1427E+11
32954.0000  1.0438E+11
32954.5000  9.6348E+10
32955.0000  8.9191E+10
32955.5000  9.4667E+10
32956.0000  1.0006E+11
32956.5000  1.0181E+11
32957.0000  1.0934E+11
32957.5000  1.0256E+11
32958.0000  9.9572E+10
32958.5000  1.0068E+11
32959.0000  9.2716E+10
32959.5000  8.6410E+10
32960.0000  8.5857E+10
32960.5000  8.0240E+10
32961.0000  7.3622E+10
32961.5000  6.7172E+10
32962.0000  6.3013E+10
32962.5000  1.1673E+11
32963.0000  1.6245E+11
32963.5000  2.9157E+11
32964.0000  2.6804E+11
32964.5000  2.3556E+11
32965.0000  2.0881E+11
32965.5000  1.7963E+11
32966.0000  1.5537E+11
32966.5000  1.4996E+11
32967.0000  2.1310E+11
32967.5000  1.8399E+11
32968.0000  1.6899E+11
32968.5000  1.5658E+11
32969.0000  1.4334E+11
32969.5000  1.2574E+11
32970.0000  1.2205E+11
32970.5000  1.3128E+11
32971.0000  1.2403E+11
32971.5000  1.7122E+11
32972.0000  1.9019E+11
32972.5000  1.7102E+11
32973.0000  1.4955E+11
32973.5000  1.4023E+11
32974.0000  1.3554E+11
32974.5000  1.2645E+11
32975.0000  1.2320E+11
32975.5000  1.2272E+11
32976.0000  1.1306E+11
32976.5000  1.0066E+11
32977.0000  9.1413E+10
32977.5000  8.2971E+10
32978.0000  8.0829E+10
32978.5000  7.7785E+10
32979.0000  7.4714E+10
32979.5000  7.0484E+10
32980.0000  7.4059E+10
32980.5000  1.0322E+11
32981.0000  1.4131E+11
32981.5000  1.2669E+11
32982.0000  1.1171E+11
32982.5000  9.9412E+10
32983.0000  8.9491E+10
32983.5000  8.0761E+10
32984.0000  7.3778E+10
32984.5000  6.7703E+10
32985.0000  6.2528E+10
32985.5000  5.8792E+10
32986.0000  5.6616E+10
32986.5000  5.2975E+10
32987.0000  5.0239E+10
32987.5000  4.6535E+10
32988.0000  4.4791E+10
32988.5000  4.1855E+10
32989.0000  3.9604E+10
32989.5000  3.7129E+10
32990.0000  3.5726E+10
32990.5000  4.4150E+10
32991.0000  5.4022E+10
32991.5000  5.5438E+10
